1,silent twins
2,tragedia makbeta
3,krzyk
4,uśmiechnij się
5,chip i dale brygada rr
6,na zachodzie bez zmina
7,elvis
8,bodies bodies bodies
9,rimini
10,trzynastu
11,x
12,w pętli ryzyka i fantazji
13,c mon
14,men
15,najgorszy człowiek na śwecie
16,stracone złudzenie
17,nie
18,wiking
19,ennio
20,film balkonowy
21,vortex
22,rrr
23,inni ludzie
24,red rocket
25,batman
26,titane
27,wszystko wszędzie naraz
28,to nie wypanda
29,top gun maverick
30,fabelmanowie
